Stock,Diff,Time1,Volatility,Momentum,Time2
9,-3.2874145507808237,2,1.7019071354237618,-1.6437072753904118,3.0
9,4.712219238280824,3,1.9709180015705239,1.570739746093608,9.0
9,-15.869110107421662,9,5.7624415742404045,-1.7632344563801847,4.0
9,5.244415283203338,4,2.4386373417476186,1.3111038208008345,1.0
9,-2.207977294921676,1,1.5612757179450467,-2.207977294921676,1.0
9,5.457651774088333,1,3.859142578812652,5.457651774088333,1.0
9,-0.6623738606774907,1,0.46836904856576717,-0.6623738606774907,1.0
9,0.3377888997399907,1,0.23885282161569024,0.3377888997399907,3.0
9,-1.5380350748699954,3,0.7411855178194915,-0.5126783582899984,1.0
9,3.3855692545574954,1,2.3939589780742896,3.3855692545574954,1.0
9,-1.2134399414066621,1,0.8580316111312577,-1.2134399414066621,3.0
9,5.542572021485,3,2.725465173327708,1.8475240071616668,1.0
9,-0.4510192871100003,1,0.31891879636140363,-0.4510192871100003,1.0
9,0.19626871744833352,1,0.13878294104250308,0.19626871744833352,1.0
9,-1.8380940755208286,1,1.299728785259596,-1.8380940755208286,1.0
9,2.8194173177083286,1,1.9936291043463459,2.8194173177083286,5.0
9,-9.011189778645829,5,3.2589811437931773,-1.8022379557291657,1.0
9,1.132303873697495,1,0.8006597474552948,1.132303873697495,1.0
9,-1.7720438639316711,1,1.2530242327460963,-1.7720438639316711,1.0
9,1.5493469238274997,1,1.0955537162489424,1.5493469238274997,2.0
9,-4.4970906575516665,2,2.2860508032078135,-2.2485453287758332,1.0
9,1.3247884114583428,1,0.9367668693795483,1.3247884114583428,1.0
10,-0.15835571289041184,1,0.1119743984244402,-0.15835571289041184,1.0
10,1.3243001302083286,1,0.936421602396537,1.3243001302083286,2.0
10,-3.7363789876304168,2,2.0571901263239836,-1.8681894938152084,1.0
10,2.1221415201824954,1,1.500580659558571,2.1221415201824954,3.0
10,-1.998779296875,3,0.8203921595322585,-0.666259765625,1.0
